GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948:Q1,1948:Q2,1948:Q3,1948:Q4,1949:Q1,1949:Q2,1949:Q3,1949:Q4,1950:Q1,1950:Q2,1950:Q3,1950:Q4,1951:Q1,1951:Q2,1951:Q3,1951:Q4,1952:Q1,1952:Q2,1952:Q3,1952:Q4,1953:Q1,1953:Q2,1953:Q3,1953:Q4,1954:Q1,1954:Q2,1954:Q3,1954:Q4,1955:Q1,1955:Q2,1955:Q3,1955:Q4,1956:Q1,1956:Q2,1956:Q3,1956:Q4,1957:Q1,1957:Q2,1957:Q3,1957:Q4
 "25000","Massachusetts",1,SQINC7H,50,"...","Wages and salaries by place of work (thousands of dollars, seasonally adjusted)","Thousands of dollars",4808088,4881940,5036792,5068684,4947616,4872480,4856864,4832244,4950488,5167720,5457900,5715932,5834388,6016448,6088396,6190072,6060732,6111944,6239876,6522680,6556380,6662060,6662880,6616000,6552108,6540976,6558540,6706596,6685988,6868464,7024572,7195460,7300804,7431960,7521308,7708952,7757240,7799896,7865404,7829844
 "25000","Massachusetts",1,SQINC7H,81,"[01-02]"," Farm wages and salaries","Thousands of dollars",35456,34704,38448,40900,34764,33916,34860,35992,36776,36212,36724,36104,38436,39244,39672,38864,38500,38548,38176,35688,33448,33492,33400,31700,30796,29848,28704,28520,29876,29504,30160,30204,29008,29644,29508,29236,29760,29224,29984,30340
 "25000","Massachusetts",1,SQINC7H,82,"..."," Nonfarm wages and salaries","Thousands of dollars",4772632,4847236,4998344,5027784,4912852,4838564,4822004,4796252,4913712,5131508,5421176,5679828,5795952,5977204,6048724,6151208,6022232,6073396,6201700,6486992,6522932,6628568,6629480,6584300,6521312,6511128,6529836,6678076,6656112,6838960,6994412,7165256,7271796,7402316,7491800,7679716,7727480,7770672,7835420,7799504
 "25000","Massachusetts",1,SQINC7H,90,"...","  Private nonfarm wages and salaries","Thousands of dollars",4240260,4303828,4434540,4443316,4285728,4201056,4170460,4139628,4246524,4447236,4705412,4924348,4985208,5122820,5149968,5215108,5081664,5111612,5219696,5490896,5529728,5632836,5633604,5581144,5549748,5528740,5532116,5668692,5664932,5834868,5976952,6128628,6238488,6350812,6420828,6593320,6621324,6646764,6691132,6631976
 "25000","Massachusetts",1,SQINC7H,100,"[07-09]","   Agricultural services, forestry, and fishing","Thousands of dollars",25136,26144,26812,27156,25112,24796,25112,25740,26456,27396,28344,29288,30404,31348,31992,32936,31072,31348,31936,31940,27484,27988,28480,28984,28172,28644,28652,28416,28552,28308,28308,28788,29344,29828,30072,30064,29444,29212,29440,29920
 "25000","Massachusetts",1,SQINC7H,200,"B","   Mining","Thousands of dollars",3004,2820,3172,3136,3508,3352,2844,2608,2916,3616,3788,3892,3908,3956,4088,4180,4596,4172,4316,4568,4720,4720,4808,4636,4860,4700,4628,4724,5152,5392,5456,5628,5980,6252,6092,6336,6324,6408,6544,6232
 "25000","Massachusetts",1,SQINC7H,300,"C","   Construction","Thousands of dollars",201452,213792,222616,223344,227316,215804,212684,214060,228172,245424,269376,285988,280488,293544,298648,304948,288148,288040,297628,304052,302680,298636,300228,307044,308112,311020,308004,314680,343096,358032,362860,359644,378988,398724,407036,409232,400980,404056,400752,400868
 "25000","Massachusetts",1,SQINC7H,400,"D","   Manufacturing","Thousands of dollars",2091336,2104744,2175248,2176520,2036088,1951616,1946700,1901392,1964676,2096680,2253460,2403316,2441520,2528472,2527288,2545900,2486564,2492180,2545256,2764628,2775508,2825304,2800168,2721188,2628644,2598000,2574472,2658676,2646412,2736036,2790048,2882504,2928500,2968076,2994964,3115664,3099652,3084300,3086680,3019364
 "25000","Massachusetts",1,SQINC7H,500,"E","   Transportation and public utilities","Thousands of dollars",367520,361912,380832,380948,361476,376944,357608,346648,354312,364652,386408,394196,392168,414016,405180,410360,420616,417700,432584,440220,441928,460056,461876,459348,468204,464496,466396,471056,471620,487320,503340,514512,522408,527392,520332,535080,536508,543564,548984,544796
 "25000","Massachusetts",1,SQINC7H,600,"F-G","   Wholesale and retail trade","Thousands of dollars",888096,909944,932248,935760,926316,922364,913856,915072,931828,959232,1002380,1020852,1038384,1049956,1057080,1071316,1012412,1030296,1044024,1066072,1080844,1100240,1112564,1125448,1157564,1153580,1158416,1169664,1157672,1185168,1220404,1246244,1259724,1278688,1293968,1308156,1310628,1324268,1348164,1350192
 "25000","Massachusetts",1,SQINC7H,700,"H","   Finance, insurance, and real estate","Thousands of dollars",208592,215104,220760,221272,222604,223460,223624,229256,232484,241060,249128,258708,261936,265128,268816,276704,271644,276344,283000,289328,291252,298116,303224,308168,315800,323024,332500,338768,338380,344352,352516,357860,364340,371936,376896,384644,392112,397568,403496,410208
 "25000","Massachusetts",1,SQINC7H,800,"I","   Services","Thousands of dollars",455124,469368,472852,475180,483308,482720,488032,504852,505680,509176,512528,528108,536400,536400,556876,568764,566612,571532,580952,590088,605312,617776,622256,626328,638392,645276,659048,682708,674048,690260,714020,733448,749204,769916,791468,804144,845676,857388,867072,870396
 "25000","Massachusetts",1,SQINC7H,900,"...","  Government and government enterprises","Thousands of dollars",532372,543408,563804,584468,627124,637508,651544,656624,667188,684272,715764,755480,810744,854384,898756,936100,940568,961784,982004,996096,993204,995732,995876,1003156,971564,982388,997720,1009384,991180,1004092,1017460,1036628,1033308,1051504,1070972,1086396,1106156,1123908,1144288,1167528
 "25000","Massachusetts",1,SQINC7H,910,"...","   Federal civilian","Thousands of dollars",155032,156124,158948,163304,168892,172800,174648,174528,170604,173828,182096,195316,229148,244740,257672,268184,283180,288976,291812,291812,294668,291528,288512,285500,267748,266724,268096,271860,269144,274576,279560,284100,284560,287952,290468,292104,290500,293428,298308,305136
 "25000","Massachusetts",1,SQINC7H,920,"...","   Military","Thousands of dollars",76076,77000,78432,80480,89356,91784,93552,94868,95816,103000,116372,135716,161592,181956,198652,212120,210348,217504,221612,222872,216532,214680,212924,211072,204180,202476,201068,199756,191960,191564,191664,192448,198696,199484,199688,199196,217828,217172,217060,217608
 "25000","Massachusetts",1,SQINC7H,930,"...","   State and local","Thousands of dollars",301264,310284,326424,340684,368876,372924,383344,387228,400768,407444,417296,424448,420004,427688,442432,455796,447040,455304,468580,481412,482004,489524,494440,506584,499636,513188,528556,537768,530076,537952,546236,560080,550052,564068,580816,595096,597828,613308,628920,644784
"Note: See the included footnote file."
"SQINC7H: Wages and Salaries by Industry (Historical) 1/"
"Last updated: March 6, 2019-- revised statistics for 1948:Q1-1957:Q4. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
